Case Type,Status,Request Received (Year),Request Received (Quarter),Request Received (Month),Case Active Days (grouped)
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,September,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,September,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,September,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,September,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,September,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,September,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,September,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,September,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,September,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,September,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,September,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,September,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,May,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,April,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 2,June,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,September,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,September,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,July,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,August,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 3,September,Up to 20 days used
FOIA Case,Closed,2023 to September,Quarter 1,March,Up to 20 days used
